""
"TEC System Name:","AY.VAV1-10","","Descriptor:",""
" 20","DHCD.VAV6C6:OVRD TIME","","","0.0","HRS"," -N-     NONE"
" 21","DHCD.VAV6C6:NGT OVRD","","","NIGHT",""," -N-     NONE"
" 29","DHCD.VAV6C6:DAY.NGT","","","DAY",""," -N-     OVRD"
" 31","DHCD.VAV6C6:CLG FLOW MIN","","","452.0"," CFM"," -N-     NONE"
" 32","DHCD.VAV6C6:CLG FLOW MAX","","","1500.0"," CFM"," -N-     NONE"
" 35","DHCD.VAV6C6:AIR VOLUME","","","452.0"," CFM"," -N-     NONE"
" 36","DHCD.VAV6C6:FLOW COEFF","","","0.72",""," -N-     NONE"
" 41","DHCD.VAV6C6:DO 1","","","OFF",""," -N-     NONE"
" 42","DHCD.VAV6C6:DO 2","","","OFF",""," -N-     NONE"
" 48","DHCD.VAV6C6:DMPR COMD","","","24.8","PCT"," -N-     NONE"
" 49","DHCD.VAV6C6:DMPR POS","","","24.8","PCT"," -N-     NONE"
" 51","DHCD.VAV6C6:MTR1 TIMING","","","95.0","SEC"," -N-     NONE"
" 56","DHCD.VAV6C6:DMPR ROT ANG","","","90.0",""," -N-     NONE"
" 58","DHCD.VAV6C6:MTR SETUP","","","1.0",""," -N-     NONE"
" 59","DHCD.VAV6C6:DO DIR. REV","","","0.0",""," -N-     NONE"
" 63","DHCD.VAV6C6:CLG P GAIN","","","20.0",""," -N-     NONE"
" 64","DHCD.VAV6C6:CLG I GAIN","","","0.01",""," -N-     NONE"
" 65","DHCD.VAV6C6:CLG D GAIN","","","0.0",""," -N-     NONE"
" 66","DHCD.VAV6C6:CLG BIAS","","","0.0","PCT"," -N-     NONE"
" 71","DHCD.VAV6C6:FLOW P GAIN","","","0.0",""," -N-     NONE"
" 72","DHCD.VAV6C6:FLOW I GAIN","","","0.01",""," -N-     NONE"
" 73","DHCD.VAV6C6:FLOW D GAIN","","","0.0",""," -N-     NONE"
" 74","DHCD.VAV6C6:FLOW BIAS","","","50.0","PCT"," -N-     NONE"
" 75","DHCD.VAV6C6:FLOW","","","30.25","PCT"," -N-     NONE"
" 76","DHCD.VAV6C6:CTL FLOW MIN","","","452.0"," CFM"," -N-     NONE"
" 77","DHCD.VAV6C6:CTL FLOW MAX","","","1500.0"," CFM"," -N-     NONE"
" 78","DHCD.VAV6C6:CTL TEMP","","","72.0","DEG F"," -N-     NONE"
" 79","DHCD.VAV6C6:CLG LOOPOUT","","","0.0","PCT"," -N-     NONE"
" 92","DHCD.VAV6C6:CTL STPT","","","73.0","DEG F"," -N-     NONE"
" 93","DHCD.VAV6C6:FLOW STPT","","","30.25","PCT"," -N-     NONE"
" 94","DHCD.VAV6C6:CAL AIR","","","NO",""," -N-     NONE"
" 95","DHCD.VAV6C6:CAL SETUP","","","4.0",""," -N-     NONE"
" 96","DHCD.VAV6C6:CAL TIMER","","","12.0","HRS"," -N-     NONE"
" 97","DHCD.VAV6C6:DUCT AREA","","","0.775","SQ. FT"," -N-     NONE"
" 98","DHCD.VAV6C6:LOOP TIME","","","5.0","SEC"," -N-     NONE"
" 99","DHCD.VAV6C6:ERROR STATUS","","","0.0",""," -N-     NONE"
""
"TEC System Name:","DHCD.VAV6C7","","Descriptor:",""
"","DHCD.VAV6C7:ADDRESS","","","7",""," -N-     NONE"
"  2","DHCD.VAV6C7:APPLICATION","","","2520.0",""," -N-     NONE"
"  3","DHCD.VAV6C7:CHK STATUS","",""," -1.0",""," -N-     NONE"
"  4","DHCD.VAV6C7:ROOM TEMP","","","72.0","DEG F"," -N-     OVRD"
"  6","DHCD.VAV6C7:DAY CLG STPT","","","73.0","DEG F"," -N-     NONE"
"  8","DHCD.VAV6C7:NGT CLG STPT","","","85.0","DEG F"," -N-     NONE"
" 10","DHCD.VAV6C7:CHK OUT","","","NO",""," -N-     NONE"
" 11","DHCD.VAV6C7:RM STPT MIN","","","68.0","DEG F"," -N-     NONE"
" 12","DHCD.VAV6C7:RM STPT MAX","","","73.0","DEG F"," -N-     NONE"
" 13","DHCD.VAV6C7:RM STPT DIAL","","","67.0","DEG F"," -N-     OVRD"
" 14","DHCD.VAV6C7:STPT DIAL","","","NO",""," -N-     NONE"
" 19","DHCD.VAV6C7:DI OVRD SW","","","OFF",""," -N-     NONE"
" 20","DHCD.VAV6C7:OVRD TIME","","","0.0","HRS"," -N-     NONE"
" 21","DHCD.VAV6C7:NGT OVRD","","","NIGHT",""," -N-     NONE"
" 29","DHCD.VAV6C7:DAY.NGT","","","DAY",""," -N-     OVRD"
" 31","DHCD.VAV6C7:CLG FLOW MIN","","","332.0"," CFM"," -N-     NONE"
" 32","DHCD.VAV6C7:CLG FLOW MAX","","","1100.0"," CFM"," -N-     NONE"
" 35","DHCD.VAV6C7:AIR VOLUME","","","424.0"," CFM"," -N-     NONE"
" 36","DHCD.VAV6C7:FLOW COEFF","","","0.67",""," -N-     NONE"
" 41","DHCD.VAV6C7:DO 1","","","OFF",""," -N-     NONE"
" 42","DHCD.VAV6C7:DO 2","","","OFF",""," -N-     NONE"
" 48","DHCD.VAV6C7:DMPR COMD","","","32.4","PCT"," -N-     NONE"
" 49","DHCD.VAV6C7:DMPR POS","","","32.8","PCT"," -N-     NONE"
" 51","DHCD.VAV6C7:MTR1 TIMING","","","95.0","SEC"," -N-     NONE"
" 56","DHCD.VAV6C7:DMPR ROT ANG","","","90.0",""," -N-     NONE"
" 58","DHCD.VAV6C7:MTR SETUP","","","1.0",""," -N-     NONE"
" 59","DHCD.VAV6C7:DO DIR. REV","","","0.0",""," -N-     NONE"
" 63","DHCD.VAV6C7:CLG P GAIN","","","20.0",""," -N-     NONE"
" 64","DHCD.VAV6C7:CLG I GAIN","","","0.01",""," -N-     NONE"
" 65","DHCD.VAV6C7:CLG D GAIN","","","0.0",""," -N-     NONE"
" 66","DHCD.VAV6C7:CLG BIAS","","","0.0","PCT"," -N-     NONE"
" 71","DHCD.VAV6C7:FLOW P GAIN","","","0.0",""," -N-     NONE"
" 72","DHCD.VAV6C7:FLOW I GAIN","","","0.01",""," -N-     NONE"
" 73","DHCD.VAV6C7:FLOW D GAIN","","","0.0",""," -N-     NONE"
" 74","DHCD.VAV6C7:FLOW BIAS","","","50.0","PCT"," -N-     NONE"
" 75","DHCD.VAV6C7:FLOW","","","38.5","PCT"," -N-     NONE"
" 76","DHCD.VAV6C7:CTL FLOW MIN","","","332.0"," CFM"," -N-     NONE"
" 77","DHCD.VAV6C7:CTL FLOW MAX","","","1100.0"," CFM"," -N-     NONE"
" 78","DHCD.VAV6C7:CTL TEMP","","","72.0","DEG F"," -N-     NONE"
" 79","DHCD.VAV6C7:CLG LOOPOUT","","","12.0","PCT"," -N-     NONE"
" 92","DHCD.VAV6C7:CTL STPT","","","73.0","DEG F"," -N-     NONE"
" 93","DHCD.VAV6C7:FLOW STPT","","","38.5","PCT"," -N-     NONE"
" 94","DHCD.VAV6C7:CAL AIR","","","NO",""," -N-     NONE"
" 95","DHCD.VAV6C7:CAL SETUP","","","4.0",""," -N-     NONE"
" 96","DHCD.VAV6C7:CAL TIMER","","","12.0","HRS"," -N-     NONE"
" 97","DHCD.VAV6C7:DUCT AREA","","","0.55","SQ. FT"," -N-     NONE"
" 98","DHCD.VAV6C7:LOOP TIME","","","5.0","SEC"," -N-     NONE"
" 99","DHCD.VAV6C7:ERROR STATUS","","","0.0",""," -N-     NONE"
""
"TEC System Name:","DHCD.VAV6C7A","","Descriptor:",""
"","DHCD.VAV6C7A:ADDRESS","","","7",""," -N-     NONE"
"  2","DHCD.VAV6C7A:APPLICATION","","","2500.0",""," -N-     NONE"
"  3","DHCD.VAV6C7A:CHK STATUS","",""," -1.0",""," -N-     NONE"
"  4","DHCD.VAV6C7A:ROOM TEMP","","","72.5","DEG F"," -N-     OVRD"
"  6","DHCD.VAV6C7A:DAY CLG STPT","","","75.0","DEG F"," -N-     NONE"
"  8","DHCD.VAV6C7A:NGT CLG STPT","","","82.0","DEG F"," -N-     NONE"
" 10","DHCD.VAV6C7A:CHK OUT","","","NO",""," -N-     NONE"
" 11","DHCD.VAV6C7A:RM STPT MIN","","","55.0","DEG F"," -N-     NONE"
" 12","DHCD.VAV6C7A:RM STPT MAX","","","74.0","DEG F"," -N-     NONE"
" 13","DHCD.VAV6C7A:RM STPT DIAL","","","70.0","DEG F"," -N-     OVRD"
" 14","DHCD.VAV6C7A:STPT DIAL","","","NO",""," -N-     NONE"
" 15","DHCD.VAV6C7A:AI 3","","","74.0","DEG F"," *F*     NONE"
" 18","DHCD.VAV6C7A:WALL SWITCH","","","NO",""," -N-     NONE"
" 19","DHCD.VAV6C7A:DI OVRD SW","","","OFF",""," -N-     NONE"
" 20","DHCD.VAV6C7A:OVRD TIME","","","0.0","HRS"," -N-     NONE"
" 21","DHCD.VAV6C7A:NGT OVRD","","","NIGHT",""," -N-     NONE"
" 24","DHCD.VAV6C7A:DI 4","","","OFF",""," -N-     NONE"
" 25","DHCD.VAV6C7A:DI 3","","","OFF",""," -N-     NONE"
" 29","DHCD.VAV6C7A:DAY.NGT","","","DAY",""," -N-     OVRD"
" 31","DHCD.VAV6C7A:CLG FLOW MIN","","","172.0"," CFM"," -N-     NONE"
" 32","DHCD.VAV6C7A:CLG FLOW MAX","","","1092.0"," CFM"," -N-     NONE"
" 35","DHCD.VAV6C7A:AIR VOLUME","","","428.0"," CFM"," -N-     NONE"
" 36","DHCD.VAV6C7A:FLOW COEFF","","","0.66",""," -N-     NONE"
" 40","DHCD.VAV6C7A:AI 4","","","74.0","DEG F"," *F*     NONE"
" 41","DHCD.VAV6C7A:DO 1","","","OFF",""," -N-     NONE"
" 42","DHCD.VAV6C7A:DO 2","","","OFF",""," -N-     NONE"
" 43","DHCD.VAV6C7A:DO 3","","","OFF",""," -N-     NONE"
" 44","DHCD.VAV6C7A:DO 4","","","OFF",""," -N-     NONE"
" 48","DHCD.VAV6C7A:DMPR COMD","","","30.8","PCT"," -N-     NONE"
" 49","DHCD.VAV6C7A:DMPR POS","","","31.2","PCT"," -N-     NONE"
" 51","DHCD.VAV6C7A:MTR1 TIMING","","","95.0","SEC"," -N-     NONE"
" 52","DHCD.VAV6C7A:MTR2 COMD","","","0.0","PCT"," -N-     NONE"
" 53","DHCD.VAV6C7A:MTR2 POS","","","0.0","PCT"," -N-     NONE"
" 55","DHCD.VAV6C7A:MTR2 TIMING","","","130.0","SEC"," -N-     NONE"
" 56","DHCD.VAV6C7A:DMPR ROT ANG","","","90.0",""," -N-     NONE"
" 58","DHCD.VAV6C7A:MTR SETUP","","","1.0",""," -N-     NONE"
" 59","DHCD.VAV6C7A:DO DIR. REV","","","0.0",""," -N-     NONE"
" 63","DHCD.VAV6C7A:CLG P GAIN","","","20.0",""," -N-     NONE"
" 64","DHCD.VAV6C7A:CLG I GAIN","","","0.01",""," -N-     NONE"
" 65","DHCD.VAV6C7A:CLG D GAIN","","","0.0",""," -N-     NONE"
" 66","DHCD.VAV6C7A:CLG BIAS","","","0.0","PCT"," -N-     NONE"
" 71","DHCD.VAV6C7A:FLOW P GAIN","","","0.0",""," -N-     NONE"
" 72","DHCD.VAV6C7A:FLOW I GAIN","","","0.01",""," -N-     NONE"
" 73","DHCD.VAV6C7A:FLOW D GAIN","","","0.0",""," -N-     NONE"
" 74","DHCD.VAV6C7A:FLOW BIAS","","","50.0","PCT"," -N-     NONE"
" 75","DHCD.VAV6C7A:FLOW","","","39.25","PCT"," -N-     NONE"
" 76","DHCD.VAV6C7A:CTL FLOW MIN","","","172.0"," CFM"," -N-     NONE"
" 77","DHCD.VAV6C7A:CTL FLOW MAX","","","1092.0"," CFM"," -N-     NONE"
" 78","DHCD.VAV6C7A:CTL TEMP","","","72.5","DEG F"," -N-     NONE"
" 79","DHCD.VAV6C7A:CLG LOOPOUT","","","27.2","PCT"," -N-     NONE"
" 84","DHCD.VAV6C7A:DMPR STATUS","","","CAL",""," -N-     NONE"
" 87","DHCD.VAV6C7A:CAL MODULE","","","NO",""," -N-     NONE"
" 92","DHCD.VAV6C7A:CTL STPT","","","73.0","DEG F"," -N-     OPER"
" 93","DHCD.VAV6C7A:FLOW STPT","","","38.75","PCT"," -N-     NONE"
" 94","DHCD.VAV6C7A:CAL AIR","","","NO",""," -N-     NONE"
" 95","DHCD.VAV6C7A:CAL SETUP","","","4.0",""," -N-     NONE"
" 96","DHCD.VAV6C7A:CAL TIMER","","","12.0","HRS"," -N-     NONE"
" 97","DHCD.VAV6C7A:DUCT AREA","","","0.775","SQ. FT"," -N-     NONE"
" 98","DHCD.VAV6C7A:LOOP TIME","","","5.0","SEC"," -N-     NONE"
" 99","DHCD.VAV6C7A:ERROR STATUS","","","0.0",""," -N-     NONE"
""
"TEC System Name:","DHCD.VAV6C8","","Descriptor:",""
"","DHCD.VAV6C8:ADDRESS","","","18",""," -N-     NONE"
"  2","DHCD.VAV6C8:APPLICATION","","","2500.0",""," -N-     NONE"
"  3","DHCD.VAV6C8:CHK STATUS","",""," -1.0",""," -N-     NONE"
"  4","DHCD.VAV6C8:ROOM TEMP","","","71.0","DEG F"," -N-     NONE"
"  6","DHCD.VAV6C8:DAY CLG STPT","","","74.0","DEG F"," -N-     NONE"
"  8","DHCD.VAV6C8:NGT CLG STPT","","","82.0","DEG F"," -N-     NONE"
" 10","DHCD.VAV6C8:CHK OUT","","","NO",""," -N-     NONE"
" 11","DHCD.VAV6C8:RM STPT MIN","","","55.0","DEG F"," -N-     NONE"
" 12","DHCD.VAV6C8:RM STPT MAX","","","90.0","DEG F"," -N-     NONE"
" 13","DHCD.VAV6C8:RM STPT DIAL","","","71.0","DEG F"," -N-     NONE"
" 14","DHCD.VAV6C8:STPT DIAL","","","YES",""," -N-     NONE"
" 15","DHCD.VAV6C8:AI 3","","","74.0","DEG F"," *F*     NONE"
" 18","DHCD.VAV6C8:WALL SWITCH","","","NO",""," -N-     NONE"
" 19","DHCD.VAV6C8:DI OVRD SW","","","OFF",""," -N-     NONE"
" 20","DHCD.VAV6C8:OVRD TIME","","","0.0","HRS"," -N-     NONE"
" 21","DHCD.VAV6C8:NGT OVRD","","","NIGHT",""," -N-     NONE"
" 24","DHCD.VAV6C8:DI 4","","","OFF",""," -N-     NONE"
" 25","DHCD.VAV6C8:DI 3","","","OFF",""," -N-     NONE"
" 29","DHCD.VAV6C8:DAY.NGT","","","DAY",""," -N-     OVRD"
" 31","DHCD.VAV6C8:CLG FLOW MIN","","","120.0"," CFM"," -N-     NONE"
" 32","DHCD.VAV6C8:CLG FLOW MAX","","","460.0"," CFM"," -N-     NONE"
" 35","DHCD.VAV6C8:AIR VOLUME","","","464.0"," CFM"," -N-     NONE"
" 36","DHCD.VAV6C8:FLOW COEFF","","","0.68",""," -N-     NONE"
" 40","DHCD.VAV6C8:AI 4","","","74.0","DEG F"," *F*     NONE"
" 41","DHCD.VAV6C8:DO 1","","","OFF",""," -N-     NONE"
" 42","DHCD.VAV6C8:DO 2","","","OFF",""," -N-     NONE"
" 43","DHCD.VAV6C8:DO 3","","","OFF",""," -N-     NONE"
" 44","DHCD.VAV6C8:DO 4","","","OFF",""," -N-     NONE"
" 48","DHCD.VAV6C8:DMPR COMD","","","40.4","PCT"," -N-     NONE"
" 49","DHCD.VAV6C8:DMPR POS","","","40.8","PCT"," -N-     NONE"
" 51","DHCD.VAV6C8:MTR1 TIMING","","","95.0","SEC"," -N-     NONE"
" 52","DHCD.VAV6C8:MTR2 COMD","","","0.0","PCT"," -N-     NONE"
" 53","DHCD.VAV6C8:MTR2 POS","","","0.0","PCT"," -N-     NONE"
" 55","DHCD.VAV6C8:MTR2 TIMING","","","130.0","SEC"," -N-     NONE"
" 56","DHCD.VAV6C8:DMPR ROT ANG","","","90.0",""," -N-     NONE"
" 58","DHCD.VAV6C8:MTR SETUP","","","1.0",""," -N-     NONE"
" 59","DHCD.VAV6C8:DO DIR. REV","","","0.0",""," -N-     NONE"
" 63","DHCD.VAV6C8:CLG P GAIN","","","20.0",""," -N-     NONE"
" 64","DHCD.VAV6C8:CLG I GAIN","","","0.01",""," -N-     NONE"
" 65","DHCD.VAV6C8:CLG D GAIN","","","0.0",""," -N-     NONE"
" 66","DHCD.VAV6C8:CLG BIAS","","","0.0","PCT"," -N-     NONE"
" 71","DHCD.VAV6C8:FLOW P GAIN","","","0.0",""," -N-     NONE"
" 72","DHCD.VAV6C8:FLOW I GAIN","","","0.01",""," -N-     NONE"
" 73","DHCD.VAV6C8:FLOW D GAIN","","","0.0",""," -N-     NONE"
" 74","DHCD.VAV6C8:FLOW BIAS","","","50.0","PCT"," -N-     NONE"
" 75","DHCD.VAV6C8:FLOW","","","100.75","PCT"," -N-     NONE"
" 76","DHCD.VAV6C8:CTL FLOW MIN","","","120.0"," CFM"," -N-     NONE"
" 77","DHCD.VAV6C8:CTL FLOW MAX","","","460.0"," CFM"," -N-     NONE"
" 78","DHCD.VAV6C8:CTL TEMP","","","71.0","DEG F"," -N-     NONE"
" 79","DHCD.VAV6C8:CLG LOOPOUT","","","100.0","PCT"," -N-     NONE"
" 84","DHCD.VAV6C8:DMPR STATUS","","","CAL",""," -N-     NONE"
" 87","DHCD.VAV6C8:CAL MODULE","","","NO",""," -N-     NONE"
" 92","DHCD.VAV6C8:CTL STPT","","","71.0","DEG F"," -N-     NONE"
" 93","DHCD.VAV6C8:FLOW STPT","","","100.0","PCT"," -N-     NONE"
" 94","DHCD.VAV6C8:CAL AIR","","","NO",""," -N-     NONE"
" 95","DHCD.VAV6C8:CAL SETUP","","","4.0",""," -N-     NONE"
" 96","DHCD.VAV6C8:CAL TIMER","","","12.0","HRS"," -N-     NONE"
" 97","DHCD.VAV6C8:DUCT AREA","","","0.35","SQ. FT"," -N-     NONE"
" 98","DHCD.VAV6C8:LOOP TIME","","","5.0","SEC"," -N-     NONE"
" 99","DHCD.VAV6C8:ERROR STATUS","","","0.0",""," -N-     NONE"
""
"TEC System Name:","DHCD.VAV6R1","","Descriptor:",""
"","DHCD.VAV6R1:ADDRESS","","","8",""," -N-     NONE"
"  2","DHCD.VAV6R1:APPLICATION","","","2523.0",""," -N-     NONE"
"  3","DHCD.VAV6R1:CHK STATUS","",""," -1.0",""," -N-     NONE"
"  4","DHCD.VAV6R1:ROOM TEMP","","","70.5","DEG F"," -N-     OVRD"
"  5","DHCD.VAV6R1:HEAT.COOL","","","COOL",""," -N-     OVRD"
"  6","DHCD.VAV6R1:DAY CLG STPT","","","73.0","DEG F"," -N-     NONE"
"  7","DHCD.VAV6R1:DAY HTG STPT","","","70.0","DEG F"," -N-     NONE"
"  8","DHCD.VAV6R1:NGT CLG STPT","","","85.0","DEG F"," -N-     NONE"
"  9","DHCD.VAV6R1:NGT HTG STPT","","","60.0","DEG F"," -N-     NONE"
" 10","DHCD.VAV6R1:CHK OUT","","","NO",""," -N-     NONE"
" 11","DHCD.VAV6R1:RM STPT MIN","","","70.0","DEG F"," -N-     NONE"
" 12","DHCD.VAV6R1:RM STPT MAX","","","74.0","DEG F"," -N-     NONE"
" 13","DHCD.VAV6R1:RM STPT DIAL","","","93.0","DEG F"," -N-     OVRD"
" 14","DHCD.VAV6R1:STPT DIAL","","","NO",""," -N-     NONE"
" 15","DHCD.VAV6R1:AI 3","","","58.5","DEG F"," -N-     NONE"
" 16","DHCD.VAV6R1:FLOW START","","","50.0","PCT"," -N-     NONE"
" 17","DHCD.VAV6R1:FLOW END","","","100.0","PCT"," -N-     NONE"
" 18","DHCD.VAV6R1:WALL SWITCH","","","NO",""," -N-     NONE"
" 19","DHCD.VAV6R1:DI OVRD SW","","","OFF",""," -N-     NONE"
" 20","DHCD.VAV6R1:OVRD TIME","","","0.0","HRS"," -N-     NONE"
" 21","DHCD.VAV6R1:NGT OVRD","","","NIGHT",""," -N-     NONE"
" 22","DHCD.VAV6R1:REHEAT START","","","24.8","PCT"," -N-     NONE"
" 23","DHCD.VAV6R1:REHEAT END","","","74.8","PCT"," -N-     NONE"
" 24","DHCD.VAV6R1:DI 4","","","OFF",""," -N-     NONE"
" 25","DHCD.VAV6R1:DI 3","","","OFF",""," -N-     NONE"
" 29","DHCD.VAV6R1:DAY.NGT","","","DAY",""," -N-     OPER"
" 31","DHCD.VAV6R1:CLG FLOW MIN","","","224.0"," CFM"," -N-     NONE"
" 32","DHCD.VAV6R1:CLG FLOW MAX","","","752.0"," CFM"," -N-     NONE"
" 33","DHCD.VAV6R1:HTG FLOW MIN","","","112.0"," CFM"," -N-     NONE"
" 34","DHCD.VAV6R1:HTG FLOW MAX","","","376.0"," CFM"," -N-     NONE"
" 35","DHCD.VAV6R1:AIR VOLUME","","","220.0"," CFM"," -N-     NONE"
" 36","DHCD.VAV6R1:FLOW COEFF","","","0.68",""," -N-     NONE"
" 40","DHCD.VAV6R1:AI 4","","","74.0","DEG F"," *F*     NONE"
" 41","DHCD.VAV6R1:DO 1","","","OFF",""," -N-     NONE"
" 42","DHCD.VAV6R1:DO 2","","","OFF",""," -N-     NONE"
" 43","DHCD.VAV6R1:DO 3","","","OFF",""," -N-     NONE"
" 44","DHCD.VAV6R1:DO 4","","","OFF",""," -N-     NONE"
" 48","DHCD.VAV6R1:DMPR COMD","","","23.2","PCT"," -N-     NONE"
" 49","DHCD.VAV6R1:DMPR POS","","","23.2","PCT"," -N-     NONE"
" 51","DHCD.VAV6R1:MTR1 TIMING","","","95.0","SEC"," -N-     NONE"
" 52","DHCD.VAV6R1:VLV COMD","","","0.0","PCT"," -N-     NONE"
" 53","DHCD.VAV6R1:VLV POS","","","0.0","PCT"," -N-     NONE"
" 55","DHCD.VAV6R1:MTR2 TIMING","","","150.0","SEC"," -N-     NONE"
" 56","DHCD.VAV6R1:DMPR ROT ANG","","","90.0",""," -N-     NONE"
" 58","DHCD.VAV6R1:MTR SETUP","","","13.0",""," -N-     NONE"
" 59","DHCD.VAV6R1:DO DIR. REV","","","0.0",""," -N-     NONE"
" 63","DHCD.VAV6R1:CLG P GAIN","","","20.0",""," -N-     NONE"
" 64","DHCD.VAV6R1:CLG I GAIN","","","0.01",""," -N-     NONE"
" 65","DHCD.VAV6R1:CLG D GAIN","","","0.0",""," -N-     NONE"
" 66","DHCD.VAV6R1:CLG BIAS","","","0.0","PCT"," -N-     NONE"
" 67","DHCD.VAV6R1:HTG P GAIN","","","10.0",""," -N-     NONE"
" 68","DHCD.VAV6R1:HTG I GAIN","","","0.01",""," -N-     NONE"
" 69","DHCD.VAV6R1:HTG D GAIN","","","0.0",""," -N-     NONE"
" 70","DHCD.VAV6R1:HTG BIAS","","","0.0","PCT"," -N-     NONE"
" 71","DHCD.VAV6R1:FLOW P GAIN","","","0.0",""," -N-     NONE"
" 72","DHCD.VAV6R1:FLOW I GAIN","","","0.01",""," -N-     NONE"
" 73","DHCD.VAV6R1:FLOW D GAIN","","","0.0",""," -N-     NONE"
" 74","DHCD.VAV6R1:FLOW BIAS","","","50.0","PCT"," -N-     NONE"
" 75","DHCD.VAV6R1:FLOW","","","29.75","PCT"," -N-     NONE"
" 76","DHCD.VAV6R1:CTL FLOW MIN","","","224.0"," CFM"," -N-     NONE"
" 77","DHCD.VAV6R1:CTL FLOW MAX","","","752.0"," CFM"," -N-     NONE"
" 78","DHCD.VAV6R1:CTL TEMP","","","70.5","DEG F"," -N-     NONE"
" 79","DHCD.VAV6R1:CLG LOOPOUT","","","0.0","PCT"," -N-     NONE"
" 80","DHCD.VAV6R1:HTG LOOPOUT","","","0.0","PCT"," -N-     NONE"
" 85","DHCD.VAV6R1:SWITCH LIMIT","","","5.2","PCT"," -N-     NONE"
" 86","DHCD.VAV6R1:SWITCH TIME","","","10.0","MIN"," -N-     NONE"
" 90","DHCD.VAV6R1:SWITCH DBAND","","","1.0","DEG F"," -N-     NONE"
" 92","DHCD.VAV6R1:CTL STPT","","","73.0","DEG F"," -N-     NONE"
" 93","DHCD.VAV6R1:FLOW STPT","","","29.75","PCT"," -N-     NONE"
" 94","DHCD.VAV6R1:CAL AIR","","","NO",""," -N-     NONE"
" 95","DHCD.VAV6R1:CAL SETUP","","","4.0",""," -N-     NONE"
" 96","DHCD.VAV6R1:CAL TIMER","","","12.0","HRS"," -N-     NONE"
" 97","DHCD.VAV6R1:DUCT AREA","","","0.55","SQ. FT"," -N-     NONE"
" 98","DHCD.VAV6R1:LOOP TIME","","","5.0","SEC"," -N-     NONE"
" 99","DHCD.VAV6R1:ERROR STATUS","","","0.0",""," -N-     NONE"
""
"TEC System Name:","DHCD.VAV6R10","","Descriptor:",""
"","DHCD.VAV6R10:ADDRESS","","","20",""," -N-     NONE"
"  2","DHCD.VAV6R10:APPLICATION","","","2523.0",""," -N-     NONE"
"  3","DHCD.VAV6R10:CHK STATUS","",""," -1.0",""," -N-     NONE"
"  4","DHCD.VAV6R10:ROOM TEMP","","","72.0","DEG F"," -N-     NONE"
"  5","DHCD.VAV6R10:HEAT.COOL","","","COOL",""," -N-     OVRD"
"  6","DHCD.VAV6R10:DAY CLG STPT","","","74.0","DEG F"," -N-     NONE"
"  7","DHCD.VAV6R10:DAY HTG STPT","","","70.0","DEG F"," -N-     NONE"
"  8","DHCD.VAV6R10:NGT CLG STPT","","","82.0","DEG F"," -N-     NONE"
"  9","DHCD.VAV6R10:NGT HTG STPT","","","65.0","DEG F"," -N-     NONE"
" 10","DHCD.VAV6R10:CHK OUT","","","NO",""," -N-     NONE"
" 11","DHCD.VAV6R10:RM STPT MIN","","","55.0","DEG F"," -N-     NONE"
" 12","DHCD.VAV6R10:RM STPT MAX","","","90.0","DEG F"," -N-     NONE"
" 13","DHCD.VAV6R10:RM STPT DIAL","","","72.0","DEG F"," -N-     NONE"
" 14","DHCD.VAV6R10:STPT DIAL","","","YES",""," -N-     NONE"
" 15","DHCD.VAV6R10:AI 3","","","56.5","DEG F"," -N-     NONE"
" 16","DHCD.VAV6R10:FLOW START","","","50.0","PCT"," -N-     NONE"
" 17","DHCD.VAV6R10:FLOW END","","","100.0","PCT"," -N-     NONE"
" 18","DHCD.VAV6R10:WALL SWITCH","","","NO",""," -N-     NONE"
" 19","DHCD.VAV6R10:DI OVRD SW","","","OFF",""," -N-     NONE"
" 20","DHCD.VAV6R10:OVRD TIME","","","0.0","HRS"," -N-     NONE"
" 21","DHCD.VAV6R10:NGT OVRD","","","NIGHT",""," -N-     NONE"
" 22","DHCD.VAV6R10:REHEAT START","","","24.8","PCT"," -N-     NONE"
" 23","DHCD.VAV6R10:REHEAT END","","","74.8","PCT"," -N-     NONE"
" 24","DHCD.VAV6R10:DI 4","","","OFF",""," -N-     NONE"
" 25","DHCD.VAV6R10:DI 3","","","OFF",""," -N-     NONE"
" 29","DHCD.VAV6R10:DAY.NGT","","","DAY",""," -N-     OPER"
" 31","DHCD.VAV6R10:CLG FLOW MIN","","","92.0"," CFM"," -N-     NONE"
" 32","DHCD.VAV6R10:CLG FLOW MAX","","","452.0"," CFM"," -N-     NONE"
" 33","DHCD.VAV6R10:HTG FLOW MIN","","","92.0"," CFM"," -N-     NONE"
" 34","DHCD.VAV6R10:HTG FLOW MAX","","","224.0"," CFM"," -N-     NONE"
" 35","DHCD.VAV6R10:AIR VOLUME","","","376.0"," CFM"," -N-     NONE"
" 36","DHCD.VAV6R10:FLOW COEFF","","","0.64",""," -N-     NONE"
" 40","DHCD.VAV6R10:AI 4","","","74.0","DEG F"," *F*     NONE"
" 41","DHCD.VAV6R10:DO 1","","","OFF",""," -N-     NONE"
" 42","DHCD.VAV6R10:DO 2","","","OFF",""," -N-     NONE"
" 43","DHCD.VAV6R10:DO 3","","","OFF",""," -N-     NONE"
" 44","DHCD.VAV6R10:DO 4","","","OFF",""," -N-     NONE"
" 48","DHCD.VAV6R10:DMPR COMD","","","46.8","PCT"," -N-     NONE"
